"initial_alias","converted_alias","name","description","namespace"
"GPR25","2848","GPR25","G protein-coupled receptor 25 [Source:HGNC Symbol;Acc:HGNC:4480]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FGFBP1","9982","FGFBP1","fibroblast growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19695]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CHCHD2","51142","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21645]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ALDH2","217","ALDH2","aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SASS6","163786","SASS6","SAS-6 centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:25403]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CWC25","54883","CWC25","CWC25 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:25989]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FABP9","646480","FABP9","fatty acid binding protein 9 [Source:HGNC Symbol;Acc:HGNC:3563]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NRD1","None","None","None",""
"REV1","51455","REV1","REV1 DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:14060]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TNFSF9","8744","TNFSF9","TNF superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11939]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSDE1","7812","CSDE1","cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOG","9241","NOG","noggin [Source:HGNC Symbol;Acc:HGNC:7866]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAPLN1","1404","HAPLN1","hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR1F1","4992","OR1F1","olfactory receptor family 1 subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:8194]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"U2SURP","23350","U2SURP","U2 snRNP associated SURP domain containing [Source:HGNC Symbol;Acc:HGNC:30855]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CFC1","55997","CFC1","cripto, FRL-1, cryptic family 1 [Source:HGNC Symbol;Acc:HGNC:18292]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARVB","29780","PARVB","parvin beta [Source:HGNC Symbol;Acc:HGNC:14653]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HNRNPL","3191","HNRNPL","heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZBTB9","221504","ZBTB9","zinc finger and BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28323]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMPLEX:IUT5DUJQNQ5Z1J72STIYKQ+7XNY","None","None","None",""
"MED22","6837","MED22","mediator complex subunit 22 [Source:HGNC Symbol;Acc:HGNC:11477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGKE","8526","DGKE","diacylglycerol kinase epsilon [Source:HGNC Symbol;Acc:HGNC:2852]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REFSEQ:NP_003541","None","None","None",""
"IP6K3","117283","IP6K3","inositol hexakisphosphate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17269]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GABRG3","2567","GABRG3","gamma-aminobutyric acid type A receptor subunit gamma3 [Source:HGNC Symbol;Acc:HGNC:4088]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FLIC","None","None","None",""
"ST3GAL2","6483","ST3GAL2","ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCNN1G","6340","SCNN1G","sodium channel epithelial 1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:10602]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCS1","23413","NCS1","neuronal calcium sensor 1 [Source:HGNC Symbol;Acc:HGNC:3953]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TB927.7.5490","None","None","None",""
"COMPLEX:JZYUFQR1K3J5YSAU008COHHWE3Q","None","None","None",""
"COLGALT2","23127","COLGALT2","collagen beta(1-O)galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16790]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDS1","1040","CDS1","CDP-diacylglycerol synthase 1 [Source:HGNC Symbol;Acc:HGNC:1800]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNAO1","2775","GNAO1","G protein subunit alpha o1 [Source:HGNC Symbol;Acc:HGNC:4389]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FABP7","2173","FABP7","fatty acid binding protein 7 [Source:HGNC Symbol;Acc:HGNC:3562]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR10S1","219873","OR10S1","olfactory receptor family 10 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:14807]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HIF1AN","55662","HIF1AN","hypoxia inducible factor 1 subunit alpha inhibitor [Source:HGNC Symbol;Acc:HGNC:17113]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF250","58500","ZNF250","zinc finger protein 250 [Source:HGNC Symbol;Acc:HGNC:13044]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATF1","466","ATF1","activating transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:783]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GDA","9615","GDA","guanine deaminase [Source:HGNC Symbol;Acc:HGNC:4212]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COMPLEX:7YLD80F6YA/X5CHKWYVVKKCHXMC","None","None","None",""
"ASPSCR1","79058","ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing [Source:HGNC Symbol;Acc:HGNC:13825]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLEKHA2","59339","PLEKHA2","pleckstrin homology domain containing A2 [Source:HGNC Symbol;Acc:HGNC:14336]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTHFD1","4522","MTHFD1","methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:7432]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIX5","147912","SIX5","SIX homeobox 5 [Source:HGNC Symbol;Acc:HGNC:10891]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FKBP5","2289","FKBP5","FKBP prolyl isomerase 5 [Source:HGNC Symbol;Acc:HGNC:3721]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFYVE28","57732","ZFYVE28","zinc finger FYVE-type containing 28 [Source:HGNC Symbol;Acc:HGNC:29334]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DOT1L","84444","DOT1L","DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"B3GNT2","10678","B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15629]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCEA2","6919","TCEA2","transcription elongation factor A2 [Source:HGNC Symbol;Acc:HGNC:11614]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NR1D2","9975","NR1D2","nuclear receptor subfamily 1 group D member 2 [Source:HGNC Symbol;Acc:HGNC:7963]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NRXN2","9379","NRXN2","neurexin 2 [Source:HGNC Symbol;Acc:HGNC:8009]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAG1","55824","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RXFP1","59350","RXFP1","relaxin family peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:19718]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"REFSEQ:NP_000116","None","None","None",""
"GCM1","8521","GCM1","glial cells missing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:4197]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COIL","8161","COIL","coilin [Source:HGNC Symbol;Acc:HGNC:2184]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UBQLN4","56893","UBQLN4","ubiquilin 4 [Source:HGNC Symbol;Acc:HGNC:1237]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IGHV3-11","None","None","None",""
"HLA-B*46:01:01","None","None","None",""
"EMC9","51016","EMC9","ER membrane protein complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:20273]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SULT1E1","6783","SULT1E1","sulfotransferase family 1E member 1 [Source:HGNC Symbol;Acc:HGNC:11377]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MOMETASONE","None","None","None",""
"HLA-DRB1*03:01","None","None","None",""
"ZFP64","55734","ZFP64","ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PTK2B","2185","PTK2B","protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAK2","5062","PAK2","p21 (RAC1) activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDON","50937","CDON","cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17104]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUSP19","142679","DUSP19","dual specificity phosphatase 19 [Source:HGNC Symbol;Acc:HGNC:18894]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL11","65003","MRPL11","mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UNIPROTKB:Q8UN00","None","None","None",""
"STAR","6770","STAR","steroidogenic acute regulatory protein [Source:HGNC Symbol;Acc:HGNC:11359]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL9R","3581","IL9R","interleukin 9 receptor [Source:HGNC Symbol;Acc:HGNC:6030]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GABRA5","2558","GABRA5","gamma-aminobutyric acid type A receptor subunit alpha5 [Source:HGNC Symbol;Acc:HGNC:4079]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMURF2","64750","SMURF2","SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16809]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMC2","5701","PSMC2","proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF28","7576","ZNF28","zinc finger protein 28 [Source:HGNC Symbol;Acc:HGNC:13073]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GDI2","2665","GDI2","GDP dissociation inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:4227]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CEACAM1","634","CEACAM1","CEA cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:1814]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL27","6155","RPL27","ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:10328]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF17","57576","KIF17","kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GORASP1","64689","GORASP1","golgi reassembly stacking protein 1 [Source:HGNC Symbol;Acc:HGNC:16769]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCNMB2","10242","KCNMB2","potassium calcium-activated channel subfamily M regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6286]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SSX2IP","117178","SSX2IP","SSX family member 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:16509]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEF","None","None","None",""
"NDE1","54820","NDE1","nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRAME","23532","PRAME","PRAME nuclear receptor transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:9336]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DCTN2","10540","DCTN2","dynactin subunit 2 [Source:HGNC Symbol;Acc:HGNC:2712]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDCD4","27250","PDCD4","programmed cell death 4 [Source:HGNC Symbol;Acc:HGNC:8763]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DEFB103B","124906744","DEFB103A","defensin beta 103A [Source:HGNC Symbol;Acc:HGNC:15967]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"DEFB103B","414325","DEFB103A","defensin beta 103A [Source:HGNC Symbol;Acc:HGNC:15967]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"DEFB103B","55894","DEFB103A","defensin beta 103A [Source:HGNC Symbol;Acc:HGNC:15967]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"DEFB103B","124906744","DEFB103B","defensin beta 103B [Source:HGNC Symbol;Acc:HGNC:31702]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"DEFB103B","55894","DEFB103B","defensin beta 103B [Source:HGNC Symbol;Acc:HGNC:31702]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"THAP10","56906","THAP10","THAP domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23193]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GP9","2815","GP9","glycoprotein IX platelet [Source:HGNC Symbol;Acc:HGNC:4444]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACSM2B","348158","ACSM2B","acyl-CoA synthetase medium chain family member 2B [Source:HGNC Symbol;Acc:HGNC:30931]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAB4A","5867","RAB4A","RAB4A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9781]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GUCY2C","2984","GUCY2C","guanylate cyclase 2C [Source:HGNC Symbol;Acc:HGNC:4688]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NPHS1","4868","NPHS1","NPHS1 adhesion molecule, nephrin [Source:HGNC Symbol;Acc:HGNC:7908]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCAMP3","10067","SCAMP3","secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:10565]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDYL","9425","CDYL","chromodomain Y like [Source:HGNC Symbol;Acc:HGNC:1811]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KHSRP","8570","KHSRP","KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:HGNC:6316]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCKBR","887","CCKBR","cholecystokinin B receptor [Source:HGNC Symbol;Acc:HGNC:1571]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NTN1","9423","NTN1","netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYT9","143425","SYT9","synaptotagmin 9 [Source:HGNC Symbol;Acc:HGNC:19265]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CYP2R1","120227","CYP2R1","cytochrome P450 family 2 subfamily R member 1 [Source:HGNC Symbol;Acc:HGNC:20580]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRSF1","2926","GRSF1","G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPEF1","5475","PPEF1","protein phosphatase with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:9243]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARTN","9048","ARTN","artemin [Source:HGNC Symbol;Acc:HGNC:727]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PUS1","80324","PUS1","pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CACNA1B","774","CACNA1B","calcium voltage-gated channel subunit alpha1 B [Source:HGNC Symbol;Acc:HGNC:1389]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFIT1","3434","IFIT1","interferon induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EDEM1","9695","EDEM1","ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SSSCA1","None","None","None",""
"HIST3H2BB","None","None","None",""
"PDK3","5165","PDK3","pyruvate dehydrogenase kinase 3 [Source:HGNC Symbol;Acc:HGNC:8811]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NAT2","10","NAT2","N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:7646]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DAG1","1605","DAG1","dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NEK2","4751","NEK2","NIMA related kinase 2 [Source:HGNC Symbol;Acc:HGNC:7745]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATL3","25923","ATL3","atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MGLL","11343","MGLL","monoglyceride lipase [Source:HGNC Symbol;Acc:HGNC:17038]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ATP13A3","79572","ATP13A3","ATPase 13A3 [Source:HGNC Symbol;Acc:HGNC:24113]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRT20","54474","KRT20","keratin 20 [Source:HGNC Symbol;Acc:HGNC:20412]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARHGAP8","23779","ARHGAP8","Rho GTPase activating protein 8 [Source:HGNC Symbol;Acc:HGNC:677]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NSMCE3","56160","NSMCE3","NSE3 homolog, SMC5-SMC6 complex component [Source:HGNC Symbol;Acc:HGNC:7677]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNRPN","6638","SNRPN","small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PGM2","55276","PGM2","phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BRSK1","84446","BRSK1","BR serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:18994]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LASVSLGP1","None","None","None",""
"OR1I1","126370","OR1I1","olfactory receptor family 1 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:8207]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GABPA","2551","GABPA","GA binding protein transcription factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:4071]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL51","51258","MRPL51","mitochondrial ribosomal protein L51 [Source:HGNC Symbol;Acc:HGNC:14044]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IRF5","3663","IRF5","interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUN1","23353","SUN1","Sad1 and UNC84 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18587]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STARD3","10948","STARD3","StAR related lipid transfer domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DBF4","10926","DBF4","DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ST8SIA2","8128","ST8SIA2","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10870]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EHD2","30846","EHD2","EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFITM2","10581","IFITM2","interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RXRB","6257","RXRB","retinoid X receptor beta [Source:HGNC Symbol;Acc:HGNC:10478]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"V3-4","None","None","None",""
"SEPT2","None","None","None",""
"CTC1","80169","CTC1","CST telomere replication complex component 1 [Source:HGNC Symbol;Acc:HGNC:26169]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CFI","3426","CFI","complement factor I [Source:HGNC Symbol;Acc:HGNC:5394]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FCHO2","115548","FCHO2","FCH and mu domain containing endocytic adaptor 2 [Source:HGNC Symbol;Acc:HGNC:25180]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DGKG","1608","DGKG","diacylglycerol kinase gamma [Source:HGNC Symbol;Acc:HGNC:2853]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CDC14B","8555","CDC14B","cell division cycle 14B [Source:HGNC Symbol;Acc:HGNC:1719]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPM1L","151742","PPM1L","protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:HGNC Symbol;Acc:HGNC:16381]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AKAP1","8165","AKAP1","A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERRFI1","54206","ERRFI1","ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CD300LB","124599","CD300LB","CD300 molecule like family member b [Source:HGNC Symbol;Acc:HGNC:30811]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CTDP1","9150","CTDP1","CTD phosphatase subunit 1 [Source:HGNC Symbol;Acc:HGNC:2498]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OPRL1","4987","OPRL1","opioid related nociceptin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8155]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OPCML","4978","OPCML","opioid binding protein/cell adhesion molecule like [Source:HGNC Symbol;Acc:HGNC:8143]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DTX3L","151636","DTX3L","deltex E3 ubiquitin ligase 3L [Source:HGNC Symbol;Acc:HGNC:30323]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SIK1","150094","SIK1","salt inducible kinase 1 [Source:HGNC Symbol;Acc:HGNC:11142]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CNTF","1270","CNTF","ciliary neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:2169]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KMT2E","55904","KMT2E","lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
